,Nome,Valor
305,['Diamante de Fogo\nFire Diamond'],"['R$ 0,44']"
306,['Corda Puída\nFraying Line'],"['R$ 0,44']"
307,['Colosso do Portão\nGate Colossus'],"['R$ 0,44']"
308,['Golem do Geodo\nGeode Golem'],"['R$ 0,44']"
309,['Mastim de Ferro\nIron Mastiff'],"['R$ 0,44']"
310,['Lanterna Reveladora\nLantern of Revealing'],"['R$ 1,88']"
311,['Chave Múltipla\nManifold Key'],"['R$ 2,44']"
312,['Diamante de Mármore\nMarble Diamond'],"['R$ 0,49']"
313,['Duodrone em Marcha\nMarching Duodrone'],"['R$ 7,74']"
314,['Marut'],"['R$ 0,22']"
315,['Golem Meteórico\nMeteor Golem'],"['R$ 2,92']"
316,['Servo Poderoso de Leuk-o\nMighty Servant of Leuk-o'],"['R$ 1,25']"
317,['Pedra da Mente\nMind Stone'],"['R$ 0,44']"
318,['Espelho do Aprisionamento\nMirror of Life Trapping'],"['R$ 0,80']"
319,['Diamante de Limo\nMoss Diamond'],"['R$ 0,49']"
320,['Nave Nautiloide\nNautiloid Ship'],"['R$ 0,44']"
321,['Orbe de Navegação\nNavigation Orb'],"['R$ 0,44']"
322,['Diagrama de Autômato Leve\nNimblewright Schematic'],"['R$ 0,25']"
323,"[""Bolsa de Nobre\nNoble's Purse""]","['R$ 9,73']"
324,"[""Selo de Patriar\nPatriar's Seal""]","['R$ 1,90']"
325,"[""Olho do Peregrino\nPilgrim's Eye""]","['R$ 14,94']"
326,['Estátua Cobiçada\nPrized Statue'],"['R$ 0,21']"
327,['Prisma Profético\nProphetic Prism'],"['R$ 29,89']"
328,['Tapete Sufocador\nRug of Smothering'],"['R$ 0,44']"
329,['Diamante Celeste\nSky Diamond'],"['R$ 0,48']"
330,['Cristal do Orador das Pedras\nStonespeaker Crystal'],"['R$ 1,85']"
331,['Botas Pé-ligeiro\nSwiftfoot Boots'],"['R$ 2,88']"
332,"[""Tocha do Pioneiro\nTrailblazer's Torch""]","['R$ 0,05']"
333,['Guardião do Tesouro\nTreasure Keeper'],"['R$ 0,44']"
334,['Solvente Universal\nUniversal Solvent'],"['R$ 0,14']"
335,['Caixa Enigmática Desconcertante\nVexing Puzzlebox'],"['R$ 2,41']"
336,"[""Bijuteria do Viajante\nWayfarer's Bauble""]","['R$ 0,50']"
337,"[""Portal de Baldur\nBaldur's Gate""]","['R$ 2,49']"
338,['Portão do Basilisco\nBasilisk Gate'],"['R$ 6,90']"
339,['Portão do Dragão Negro\nBlack Dragon Gate'],"['R$ 0,44']"
340,['Alameda da Abundância\nBountiful Promenade'],"['R$ 0,10']"
341,['Portão da Cidadela\nCitadel Gate'],"['R$ 0,10']"
342,['Portão do Penhasco\nCliffgate'],"['R$ 38,70']"
343,['Torre de Comando\nCommand Tower'],"['R$ 4,75']"
344,['Terras em Desenvolvimento\nEvolving Wilds'],"['R$ 13,44']"
345,['Portão de Gond\nGond Gate'],"['R$ 0,55']"
346,['Portão do Depósito\nHeap Gate'],"['R$ 0,94']"
347,['Suíte Luxuosa\nLuxury Suite'],"['R$ 39,90']"
348,['Portão da Mansão\nManor Gate'],"['R$ 0,94']"
349,['Piscina Mórfica\nMorphic Pool'],"['R$ 0,94']"
350,['Lagoa Espelhada\nReflecting Pool'],"['R$ 0,95']"
351,['Portão Marinho\nSea Gate'],"['R$ 0,24']"
352,['Mar de Nuvens\nSea of Clouds'],"['R$ 12,44']"
353,['Jardim dos Cumes\nSpire Garden'],"['R$ 0,94']"
354,['Planície (#451)\nPlains (#451)'],"['R$ 59,90']"
355,['Planície (#452)\nPlains (#452)'],"['R$ 0,94']"
356,['Planície (#453)\nPlains (#453)'],"['R$ 59,50']"
357,['Planície (#454)\nPlains (#454)'],"['R$ 48,90']"
358,['Ilha (#455)\nIsland (#455)'],"['R$ 0,94']"
359,['Ilha (#456)\nIsland (#456)'],"['R$ 48,94']"
360,['Ilha (#457)\nIsland (#457)'],"['R$ 39,90']"
361,['Ilha (#458)\nIsland (#458)'],"['R$ 0,49']"
362,['Pântano (#459)\nSwamp (#459)'],"['R$ 0,49']"
363,['Pântano (#460)\nSwamp (#460)'],"['R$ 0,49']"
364,['Pântano (#461)\nSwamp (#461)'],"['R$ 0,49']"
365,['Pântano (#462)\nSwamp (#462)'],"['R$ 0,49']"
366,['Montanha (#463)\nMountain (#463)'],"['R$ 0,49']"
367,['Montanha (#464)\nMountain (#464)'],"['R$ 0,49']"
368,['Montanha (#465)\nMountain (#465)'],"['R$ 0,49']"
369,['Montanha (#466)\nMountain (#466)'],"['R$ 0,49']"
370,['Floresta (#467)\nForest (#467)'],"['R$ 0,49']"
371,['Floresta (#468)\nForest (#468)'],"['R$ 0,49']"
372,['Floresta (#469)\nForest (#469)'],"['R$ 0,49']"
373,['Floresta (#470)\nForest (#470)'],"['R$ 0,49']"
374,"[""Captain N'ghathrod""]","['R$ 0,49']"
375,"['Faldorn, Dread Wolf Herald']","['R$ 0,49']"
376,"['Firkraag, Cunning Instigator']","['R$ 0,49']"
377,"[""Nalia de'Arnise""]","['R$ 0,49']"
378,['Folk Hero'],"['R$ 0,49']"
379,['Clan Crafter'],"['R$ 0,49']"
380,"['Zellix, Sanity Flayer']","['R$ 0,49']"
381,"['Burakos, Party Leader']","['R$ 24,85']"
382,['Haunted One'],"['R$ 19,85']"
383,"['Baeloth Barrityl, Entertainer']","['R$ 24,85']"
384,['Passionate Archaeologist'],"['R$ 24,85']"
385,['Durnan of the Yawning Portal'],"['R$ 59,85']"
386,['Deep Gnome Terramancer'],"['R$ 19,85']"
387,['Harper Recruiter'],"['R$ 29,85']"
388,['Seasoned Dungeoneer'],"['R$ 19,85']"
389,['Stick Together'],"['R$ 49,85']"
390,['Aboleth Spawn'],"['R$ 34,85']"
391,['Artificer Class'],"['R$ 29,85']"
392,['Astral Dragon'],"['R$ 29,85']"
393,['Endless Evil'],"['R$ 129,50']"
394,['Grell Philosopher'],"['R$ 14,90']"
395,['Mocking Doppelganger'],"['R$ 19,85']"
396,['Psionic Ritual'],"['R$ 19,85']"
397,['Black Market Connections'],"['R$ 89,85']"
398,['Brainstealer Dragon'],"['R$ 59,90']"
399,['From the Catacombs'],"['R$ 19,85']"
400,['Solemn Doomguide'],"['R$ 29,50']"
401,['Uchuulon'],"['R$ 19,85']"
402,['Bothersome Quasit'],"['R$ 17,85']"
403,['Death Kiss'],"['R$ 19,90']"
404,['Delayed Blast Fireball'],"['R$ 137,94']"
405,['Loot Dispute'],"['R$ 14,90']"
406,['Nalfeshnee'],"['R$ 24,85']"
407,['Spectacular Showdown'],"['R$ 29,85']"
408,['Green Slime'],"['R$ 14,95']"
409,['Journey to the Lost City'],"['R$ 14,90']"
410,['Tlincalli Hunter // Retrieve Prey'],"['R$ 9,95']"
411,['Venture Forth'],"['R$ 29,85']"
412,['Multiclass Baldric'],"['R$ 14,85']"
413,"[""Sarevok's Tome""]","['R$ 24,85']"
414,['Arquissacerdote de Iona\nArchpriest of Iona'],"['R$ 24,90']"
415,['Comando Austero\nAustere Command'],"['R$ 59,85']"
416,['Mnemocensor Aviano\nAven Mindcensor'],"['R$ 19,85']"
417,['Bispo do Passado\nBygone Bishop'],"['R$ 19,75']"
418,['Troca de Berço\nCrib Swap'],"['R$ 39,85']"
419,['Anoitecer // Alvorecer\nDusk // Dawn'],"['R$ 19,85']"
420,['Oito-Caudas-e-Meia\nEight-and-a-Half-Tails'],"['R$ 29,85']"
421,['Médico da Linha de Frente\nFrontline Medic'],"['R$ 0,00']"
422,['Mago Aeropólvora\nGalepowder Mage'],"['R$ 0,00']"
423,['Protetora Gloriosa\nGlorious Protector'],"['R$ 0,00']"
424,['Coorte Irregular\nIrregular Cohort'],"['R$ 0,00']"
425,"[""Jazal Juba D'ouro\nJazal Goldmane""]","['R$ 0,00']"
426,"[""Assistente de Mago\nMage's Attendant""]","['R$ 0,00']"
427,['Magus do Equilíbrio\nMagus of the Balance'],"['R$ 0,00']"
428,"['Mikaeus, o Lunarca\nMikaeus, the Lunarch']","['R$ 0,00']"
429,['Entidade do Espelho\nMirror Entity'],"['R$ 0,00']"
430,['Madre das Runas\nMother of Runes'],"['R$ 0,00']"
431,['Ordem da Argila Branca\nOrder of Whiteclay'],"['R$ 0,00']"
432,['Sacerdote da Sabedoria Antiga\nPriest of Ancient Lore'],"['R$ 0,00']"
433,['Coletora de Rumores\nRumor Gatherer'],"['R$ 0,00']"
434,['Espírito Altruísta\nSelfless Spirit'],"['R$ 0,00']"
435,"[""Reivindicação de Sevinne\nSevinne's Reclamation""]","['R$ 0,00']"
436,['Recruta Solene\nSolemn Recruit'],"['R$ 0,00']"
437,['Comandante de Esquadrão\nSquad Commander'],"['R$ 0,00']"
438,['Vendaval Etéreo\nÆther Gale'],"['R$ 0,00']"
439,['Angler Turtle'],"['R$ 0,00']"
440,['Espreitador do Abismo\nChasm Skulker'],"['R$ 0,00']"
441,['Pesquisa Compulsiva\nCompulsive Research'],"['R$ 0,00']"
442,['Maldição do Suíno\nCurse of the Swine'],"['R$ 0,00']"
443,['Maldição da Prolixidade\nCurse of Verbosity'],"['R$ 0,00']"
444,['Campo de Dissipação\nDissipation Field'],"['R$ 0,00']"
445,['Domineering Will'],"['R$ 0,00']"
446,['Fato ou Ficção\nFact or Fiction'],"['R$ 0,00']"
447,['Criação Esquecida\nForgotten Creation'],"['R$ 0,00']"
448,['Sanidade Fraturada\nFractured Sanity'],"['R$ 0,00']"
449,"['Grazilaxx, Erudito Ilitíde\nGrazilaxx, Illithid Scholar']","['R$ 0,00']"
450,['Horror Quebra-casco\nHullbreaker Horror'],"['R$ 0,00']"
451,"['Keiga, a Estrela da Maré\nKeiga, the Tide Star']","['R$ 0,00']"
452,['Linha de Força da Antecipação\nLeyline of Anticipation'],"['R$ 0,00']"
453,['Relógio da Meia-noite\nMidnight Clock'],"['R$ 0,00']"
454,['Devorador de Mentes\nMind Flayer'],"['R$ 0,00']"
455,['Amálgama Sobrecarregado\nOvercharged Amalgam'],"['R$ 0,00']"
456,['Propaganda'],"['R$ 0,00']"
457,['Puxar do Amanhã\nPull From Tomorrow'],"['R$ 0,00']"
458,['Baleia Perseguida\nPursued Whale'],"['R$ 0,00']"
459,['Reflexos de Littjara\nReflections of Littjara'],"['R$ 0,00']"
460,['Rédeas do Poder\nReins of Power'],"['R$ 0,00']"
461,['Monstro da Imundície\nSludge Monster'],"['R$ 0,00']"
462,['Instigador Ardiloso\nSly Instigator'],"['R$ 0,00']"
463,['Mercado Negro\nBlack Market'],"['R$ 0,00']"
464,['Campeão Banhado em Sangue\nBloodsoaked Champion'],"['R$ 0,00']"
465,['Carniceiro de Malakir\nButcher of Malakir'],"['R$ 0,00']"
466,['Calculating Lich'],"['R$ 0,00']"
467,['Pária Morfoloide\nChangeling Outcast'],"['R$ 0,00']"
468,['Áugure Cadáver\nCorpse Augur'],"['R$ 0,00']"
469,['Medo Debilitante\nCrippling Fear'],"['R$ 0,00']"
470,"[""Cai o Pano\nCurtains' Call""]","['R$ 0,00']"
471,['Cria das Trevas\nDark Hatchling'],"['R$ 0,00']"
472,['Horror de Dauth\nDauthi Horror'],"['R$ 0,00']"
473,['Devastador da Frota Macabra\nDire Fleet Ravager'],"['R$ 0,00']"
474,['Colheitador do Entulho\nDross Harvester'],"['R$ 0,00']"
475,['Desmembrador do Ocaso\nDusk Mangler'],"['R$ 0,00']"
476,['Alimentar o Enxame\nFeed the Swarm'],"['R$ 0,00']"
477,"['Gonti, Senhor da Opulência\nGonti, Lord of Luxury']","['R$ 0,00']"
478,['Arúspice Sinistra\nGrim Haruspex'],"['R$ 0,00']"
479,['Capanga Sinistra\nGrim Hireling'],"['R$ 0,00']"
480,['Comedor de Culpa\nGuiltfeeder'],"['R$ 0,00']"
481,['Bruxaria\nHex'],"['R$ 0,00']"
482,['Horror Caçado\nHunted Horror'],"['R$ 0,00']"
483,"[""No Rastro de Garruk\nIn Garruk's Wake""]","['R$ 0,00']"
484,['Sacerdote de Sangue de Malakir\nMalakir Blood-Priest'],"['R$ 0,00']"
485,['Líder de Ataque Mardu\nMardu Strike Leader'],"['R$ 0,00']"
486,['Mindblade Render'],"['R$ 0,00']"
487,['Necrófago Falcão da Noite\nNighthawk Scavenger'],"['R$ 0,00']"
488,['Uivador Noturno\nNighthowler'],"['R$ 0,00']"
489,['Annihilo\nNihilith'],"['R$ 0,00']"
490,['Raivoso Phyrexiano\nPhyrexian Rager'],"['R$ 0,00']"
491,['Cuspidor de Pragas\nPlague Spitter'],"['R$ 0,00']"
492,['Pontífice do Flagelo\nPontiff of Blight'],"['R$ 0,00']"
493,['Facção Titeriteira\nPuppeteer Clique'],"['R$ 0,00']"
494,['Chupacabra Voraz\nRavenous Chupacabra'],"['R$ 0,00']"
495,['Sewer Nemesis'],"['R$ 0,00']"
496,['Formiga Agitadora\nAgitator Ant'],"['R$ 0,00']"
497,['Fênix da Aurora\nAurora Phoenix'],"['R$ 0,00']"
498,['Avatar of Slaughter'],"['R$ 0,00']"
499,['Ato Blasfemo\nBlasphemous Act'],"['R$ 0,00']"
500,['Gigante Esmaga-ossos // Pisar\nBonecrusher Giant // Stomp'],"['R$ 0,00']"
501,['Provocador Petulante\nBrash Taunter'],"['R$ 0,00']"
502,['Reação em Cadeia\nChain Reaction'],"['R$ 0,00']"
503,['Dragão do Caos\nChaos Dragon'],"['R$ 0,00']"
504,['Distorção Caótica\nChaos Warp'],"['R$ 0,00']"
505,['Maldição da Opulência\nCurse of Opulence'],"['R$ 0,00']"
506,['Raio Demoníaco\nDemon Bolt'],"['R$ 0,00']"
507,['Destemida da Frota Macabra\nDire Fleet Daredevil'],"['R$ 0,00']"
508,['Quebrar o Decoro\nDisrupt Decorum'],"['R$ 0,00']"
509,"['Drakuseth, Gorja das Chamas\nDrakuseth, Maw of Flames']","['R$ 0,00']"
510,['Saqueador de Sonhos\nDream Pillager'],"['R$ 0,00']"
511,['Quebra-escudo de Brasoreth // Exibição em Batalha\nEmbereth Shieldbreaker // Battle Display'],"['R$ 0,00']"
512,"['Etali, Tormenta Primordial\nEtali, Primal Storm']","['R$ 0,00']"
513,['Raivoso do Geodo\nGeode Rager'],"['R$ 0,00']"
514,['Espião-mestre Goblin\nGoblin Spymaster'],"['R$ 0,00']"
515,['Gargadonte Maior\nGreater Gargadon'],"['R$ 0,00']"
516,['Inflamar o Futuro\nIgnite the Future'],"['R$ 0,00']"
517,['Quimiomante Izzet\nIzzet Chemister'],"['R$ 0,00']"
518,"[""Vontade de Jeska\nJeska's Will""]","['R$ 0,00']"
519,"['Kazuul, Tirano dos Penhascos\nKazuul, Tyrant of the Cliffs']","['R$ 0,00']"
520,"['Laelia, a Lâmina Reforjada\nLaelia, the Blade Reforged']","['R$ 0,00']"
521,['Iluminar o Palco\nLight Up the Stage'],"['R$ 0,00']"
522,['Morteiros de Mizzium\nMizzium Mortars'],"['R$ 0,00']"
523,['Cerco ao Posto Avançado\nOutpost Siege'],"['R$ 0,00']"
524,['Rowan Kenrith'],"['R$ 0,00']"
525,"['Ryusei, a Estrela Cadente\nRyusei, the Falling Star']","['R$ 0,00']"
526,['Arasta da Teia Infinita\nArasta of the Endless Web'],"['R$ 0,00']"
527,['Mamute de Batalha\nBattle Mammoth'],"['R$ 0,00']"
528,['Gigante do Pé de Feijão // Pegadas Férteis\nBeanstalk Giant // Fertile Footsteps'],"['R$ 0,00']"
529,['Fera Interior\nBeast Within'],"['R$ 0,00']"
530,['Cultivar\nCultivate'],"['R$ 0,00']"
531,['Pioneiros do Arrasamento Final\nEnd-Raze Forerunners'],"['R$ 0,00']"
532,['Explorar\nExplore'],"['R$ 0,00']"
533,"[""Predação de Ezuri\nEzuri's Predation""]","['R$ 0,00']"
534,['Vespa Rainha\nHornet Queen'],"['R$ 0,00']"
535,"[""Alcance do Kodama\nKodama's Reach""]","['R$ 0,00']"
536,"[""Fera Apaixonada // Desejo do Coração\nLovestruck Beast // Heart's Desire""]","['R$ 0,00']"
537,['Hidra Devoradora de Mana\nManagorger Hydra'],"['R$ 0,00']"
538,['Retomada Natural\nNatural Reclamation'],"['R$ 0,00']"
539,['Recompensa Primordial\nPrimeval Bounty'],"['R$ 0,00']"
540,['Retorno do Falabravo\nReturn of the Wildspeaker'],"['R$ 0,00']"
541,['Ancião da Tribo Sakura\nSakura-Tribe Elder'],"['R$ 0,00']"
542,['Convergência dos Vormes-da-areia\nSandwurm Convergence'],"['R$ 0,00']"
543,['Buscar pelo Amanhã\nSearch for Tomorrow'],"['R$ 0,00']"
544,['Elfo Tranças-de-Sangue\nBloodbraid Elf'],"['R$ 0,00']"
545,['Aberração Consumidora\nConsuming Aberration'],"['R$ 0,00']"
546,['Descentelhar\nDespark'],"['R$ 0,00']"
547,['Afogar no Lago\nDrown in the Loch'],"['R$ 0,00']"
548,['Fuga para as Terras Selvagens\nEscape to the Wilds'],"['R$ 0,00']"
549,['Extrair das Trevas\nExtract from Darkness'],"['R$ 0,00']"
550,"['Felisa, Presa de Platinopena\nFelisa, Fang of Silverquill']","['R$ 0,00']"
551,"[""Retribuição de Firja\nFirja's Retribution""]","['R$ 0,00']"
552,"['Grumgully, o Generoso\nGrumgully, the Generous']","['R$ 0,00']"
553,['Alto Sacerdote de Penitência\nHigh Priest of Penance'],"['R$ 0,00']"
554,['Saquear Memória\nMemory Plunder'],"['R$ 0,00']"
555,['Nêmesis da Razão\nNemesis of Reason'],"['R$ 0,00']"
556,"['Niv-Mizzet, Parun']","['R$ 0,00']"
557,['Dragão Sílfide\nSprite Dragon'],"['R$ 0,00']"
558,['Lâmina Sedenta de Sangue\nBloodthirsty Blade'],"['R$ 0,00']"
559,['Varinha do Caos\nChaos Wand'],"['R$ 0,00']"
560,['Chave Rúnica Dimir\nDimir Keyrune'],"['R$ 0,00']"
561,['Sinete Dimir\nDimir Signet'],"['R$ 0,00']"
562,"[""Tesouro do Dragão\nDragon's Hoard""]","['R$ 0,00']"
563,['Cálice do Fluxo Perene\nEverflowing Chalice'],"['R$ 0,00']"
564,['A Pedra Fellwar\nFellwar Stone'],"['R$ 0,00']"
565,['Arquivo de Edro\nHedron Archive'],"['R$ 0,00']"
566,"[""Corneta do Arauto\nHerald's Horn""]","['R$ 0,00']"
567,['Sinete Izzet\nIzzet Signet'],"['R$ 0,00']"
568,['Grevas Faiscantes\nLightning Greaves'],"['R$ 0,00']"
569,['Nexo do Bosque das Máscaras\nMaskwood Nexus'],"['R$ 0,00']"
570,['Manivela Mental\nMindcrank'],"['R$ 0,00']"
571,['Sinete Orzhov\nOrzhov Signet'],"['R$ 0,00']"
572,['Revogador Phyrexiano\nPhyrexian Revoker'],"['R$ 0,00']"
573,['Réptil da Psicose\nPsychosis Crawler'],"['R$ 0,00']"
574,['Pinça Craniana\nSkullclamp'],"['R$ 0,00']"
575,['Anel Solar\nSol Ring'],"['R$ 0,00']"
576,['Simulacro Solene\nSolemn Simulacrum'],"['R$ 0,00']"
577,['Desprezador de Mágica\nSpellskite'],"['R$ 0,00']"
578,['Dragão Avérneo de Aço\nSteel Hellkite'],"['R$ 0,00']"
579,['Desolação Fumegante\nAsh Barrens'],"['R$ 0,00']"
580,['Floresta Flagelada\nBlighted Woodland'],"['R$ 0,00']"
581,['Pântano de Bojuka\nBojuka Bog'],"['R$ 0,00']"
582,['Castelo de Brasoreth\nCastle Embereth'],"['R$ 0,00']"
583,['Castelo de Locthwain\nCastle Locthwain'],"['R$ 0,00']"
584,['Castelo de Vantreza\nCastle Vantress'],"['R$ 0,00']"
585,['Estuário Estrangulado\nChoked Estuary'],"['R$ 0,00']"
586,['Clareira das Cinzas\nCinder Glade'],"['R$ 0,00']"
587,['Poço de Piche Rastejante\nCreeping Tar Pit'],"['R$ 0,00']"
588,['Catacumbas de Darkwater\nDarkwater Catacombs'],"['R$ 0,00']"
589,['Farol Desolado\nDesolate Lighthouse'],"['R$ 0,00']"
590,['Aqueduto Dimir\nDimir Aqueduct'],"['R$ 0,00']"
591,['Templo da Costa Náufraga\nDrownyard Temple'],"['R$ 0,00']"
592,['Pomar Exótico\nExotic Orchard'],"['R$ 0,00']"
593,['Trilha de Caça\nGame Trail'],"['R$ 0,00']"
594,['Gleba Gruul\nGruul Turf'],"['R$ 0,00']"
595,['Floresta das Terras Altas\nHighland Forest'],"['R$ 0,00']"
596,['Fábrica de Caldeira Izzet\nIzzet Boilerworks'],"['R$ 0,00']"
597,['Toca do Lobo de Kessig\nKessig Wolf Run'],"['R$ 0,00']"
598,['Fortaleza de Kher\nKher Keep'],"['R$ 0,00']"
599,['Lodaçal Mortuário\nMortuary Mire'],"['R$ 0,00']"
600,['Vale de Piromusgo\nMossfire Valley'],"['R$ 0,00']"
601,['Ponte Musgomosto\nMosswort Bridge'],"['R$ 0,00']"
602,['Caverna Mutável\nMutavault'],"['R$ 0,00']"
603,['Paisagem Infinita\nMyriad Landscape'],"['R$ 0,00']"
604,['Brejo de Nefália\nNephalia Drownyard'],"['R$ 0,00']"
605,['Basílica Orzhov\nOrzhov Basilica'],"['R$ 0,00']"
606,['Caminho da Ascendência\nPath of Ancestry'],"['R$ 0,00']"
607,['Porto de Karfell\nPort of Karfell'],"['R$ 0,00']"
608,['Campus de Prismari\nPrismari Campus'],"['R$ 0,00']"
609,['Ravina Enfurecida\nRaging Ravine'],"['R$ 0,00']"
610,['Torre do Relicário\nReliquary Tower'],"['R$ 0,00']"
611,['Rio de Lágrimas\nRiver of Tears'],"['R$ 0,00']"
612,"[""Passagem do Ladino\nRogue's Passage""]","['R$ 0,00']"
613,['Exaustor Trópego\nShambling Vent'],"['R$ 0,00']"
614,['Buraco na Neve\nSnowfield Sinkhole'],"['R$ 0,00']"
615,['Colina da Rocha Espinhosa\nSpinerock Knoll'],"['R$ 0,00']"
616,['Santuário à Luz das Estrelas\nStarlit Sanctum'],"['R$ 0,00']"
617,['Stolen Strategy'],"['R$ 0,00']"
618,['Boneco Empalhado\nStuffy Doll'],"['R$ 0,00']"
619,['Vale Afundado\nSunken Hollow'],"['R$ 0,00']"
620,['Reclusa da Goma Doce\nSweet-Gum Recluse'],"['R$ 0,00']"
621,['Drenar Mente\nSyphon Mind'],"['R$ 0,00']"
622,['Campo Contaminado\nTainted Field'],"['R$ 0,00']"
623,['Ilha Contaminada\nTainted Isle'],"['R$ 0,00']"
624,['Talismã da Criatividade\nTalisman of Creativity'],"['R$ 0,00']"
625,['Talismã da Dominação\nTalisman of Dominance'],"['R$ 0,00']"
626,['Talismã da Hierarquia\nTalisman of Hierarchy'],"['R$ 0,00']"
627,['Gigante Tectônico\nTectonic Giant'],"['R$ 0,00']"
628,['Templo do Abandono\nTemple of Abandon'],"['R$ 0,00']"
629,['Templo do Engano\nTemple of Deceit'],"['R$ 0,00']"
630,['Templo da Epifania\nTemple of Epiphany'],"['R$ 0,00']"
631,['Templo do Silêncio\nTemple of Silence'],"['R$ 0,00']"
632,['Templo do Falso Deus\nTemple of the False God'],"['R$ 0,00']"
633,['Gerador de Terrenos\nTerrain Generator'],"['R$ 0,00']"
634,['Terramorfia\nTerramorph'],"['R$ 0,00']"
635,['Dragão Avérneo Territorial\nTerritorial Hellkite'],"['R$ 0,00']"
636,['A Guerra Acrosana\nThe Akroan War'],"['R$ 0,00']"
637,['Receptáculo de Pensamentos\nThought Vessel'],"['R$ 0,00']"
638,['Três Visitas\nThree Visits'],"['R$ 0,00']"
639,['Thunder Dragon'],"['R$ 0,00']"
640,['Virar o Túmulo\nThwart the Grave'],"['R$ 0,00']"
641,['Formação Inquebrável\nUnbreakable Formation'],"['R$ 0,00']"
642,"['Urabrask, o Oculto\nUrabrask the Hidden']","['R$ 0,00']"
643,['Morfoloide Valente\nValiant Changeling'],"['R$ 0,00']"
644,['Câmara do Arcanjo\nVault of the Archangel'],"['R$ 0,00']"
645,['Ancestral Vingativo\nVengeful Ancestor'],"['R$ 0,00']"
646,"['Vivien, Campeã da Natureza\nVivien, Champion of the Wilds']","['R$ 0,00']"
647,['Torrente Vulcânica\nVolcanic Torrent'],"['R$ 0,00']"
648,['Fumarola Errante\nWandering Fumarole'],"['R$ 0,00']"
649,['Salão de Guerra\nWar Room'],"['R$ 0,00']"
650,['Warmonger Hellkite'],"['R$ 0,00']"
651,['Surto da Tempestade Bélica\nWarstorm Surge'],"['R$ 0,00']"
652,['Infiltrador do Cais\nWharf Infiltrator'],"['R$ 0,00']"
653,['Feiticeiro da Magia Selvagem\nWild-Magic Sorcerer'],"['R$ 0,00']"
654,['Will Kenrith'],"['R$ 0,00']"
655,['Cumes dos Ventos Velozes\nWindbrisk Heights'],"['R$ 0,00']"
656,['Andarilho das Aflições\nWoe Strider'],"['R$ 0,00']"
657,"['Xenagos, o Orgíaco\nXenagos, the Reveler']","['R$ 0,00']"
658,['Degolador de Zulaport\nZulaport Cutthroat'],"['R$ 0,00']"
